study,instrument,name,item,text,text_de,answer_list,instruction,instruction_de,description,description_de,filter,goto,concept,scale,number
twinlife,wid2_CATI1_module1,con0404s,1,"How often has [name of sibling] been in contact with [name of father] in the past 6 months or since moving out, for example by phone, mail, etc.?","Wie haeufig [hat [Name Zwilling 1 / Name Zwilling 2 / Name Geschwister] [haben Sie]] in den letzten 6 Monaten bzw. seit Auszug mit [Name ausserhaeusige Person] Kontakt gehabt, z.B. per Telefon, Email etc.? Persoenliche Treffen sind hiermit nicht gemeint.",ple0200,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0404s,cat,38
twinlife,wid2_CATI1_module1,con0404t,1,"How often has [name twin 1] been in contact with [name of father] in the past 6 months or since moving out, for example by phone, mail, etc.?","Wie haeufig [hat [Name Zwilling 1 / Name Zwilling 2 / Name Geschwister] [haben Sie]] in den letzten 6 Monaten bzw. seit Auszug mit [Name ausserhaeusige Person] Kontakt gehabt, z.B. per Telefon, Email etc.? Persoenliche Treffen sind hiermit nicht gemeint.",ple0200,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0404t,cat,39
twinlife,wid2_CATI1_module1,con0404u,1,"How often has [name twin 2] been in contact with [name of father] in the past 6 months or since moving out, for example by phone, mail, etc.?","Wie haeufig [hat [Name Zwilling 1 / Name Zwilling 2 / Name Geschwister] [haben Sie]] in den letzten 6 Monaten bzw. seit Auszug mit [Name ausserhaeusige Person] Kontakt gehabt, z.B. per Telefon, Email etc.? Persoenliche Treffen sind hiermit nicht gemeint.",ple0200,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0404u,cat,40
twinlife,wid2_CATI1_module1,con0405s,0,When was [name of sibling] in contact with [name of father] the last time?,"Wann [hatte <Name Zwilling 1> / <Name Zwilling 2> / <Name Zielgeschwister> /
<hatten Sie>]den letzten Kontakt zu [Name ausserhaeusige Person]?",,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",con0404s == 1,,con0405s,txt,41
twinlife,wid2_CATI1_module1,con0405s,1,month,Monat,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405s,int,42
twinlife,wid2_CATI1_module1,con0405s,2,year,Jahr,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405s,int,43
twinlife,wid2_CATI1_module1,con0405t,0,When was [name twin 1] in contact with [name of father] the last time?,"Wann [hatte <Name Zwilling 1> / <Name Zwilling 2> / <Name Zielgeschwister> /
<hatten Sie>]den letzten Kontakt zu [Name ausserhaeusige Person]?",,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",con0404t == 1,,con0405t,txt,44
twinlife,wid2_CATI1_module1,con0405t,1,month,Monat,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405t,int,45
twinlife,wid2_CATI1_module1,con0405t,2,year,Jahr,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405t,int,46
twinlife,wid2_CATI1_module1,con0405u,0,When was [name twin 2] in contact with [name of father] the last time?,"Wann [hatte <Name Zwilling 1> / <Name Zwilling 2> / <Name Zielgeschwister> /
<hatten Sie>]den letzten Kontakt zu [Name ausserhaeusige Person]?",,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",con0404u == 1,,con0405u,txt,47
twinlife,wid2_CATI1_module1,con0405u,1,month,Monat,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405u,int,48
twinlife,wid2_CATI1_module1,con0405u,2,year,Jahr,mis,,,"Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)","Source: Adapted from: pairfam Group. (2022). Child Codebook, Wave 3 (2010/2011), Release 13.0 (ZA5678 Data file version 13.0.0; GESIS Data Archive). [[URL link]](https://www.pairfam.de/fileadmin/user_upload/redakteur/publis/Dokumentation/Codebooks/Release13.0/Child/Wave%203/Codebook%20Child_en%2C%20pairfam%20Wave%203%202010-11.pdf)",,,con0405u,int,49
twinlife,wid2_CATI1_module2,gls0100,0,"At the beginning I would like to know how satisfied are you with your life in general. Here are some statements to which you agree or you can refuse. Please answer on a scale of 1 to 5, where 1 is strongly disagree and 5 means strongly agree.","Zu Beginn wuerde ich gerne wissen, wie zufrieden Sie ganz allgemein mit Ihrem Leben sind. Es folgen einige Aussagen dazu, denen Sie zustimmen oder die Sie ablehnen koennen. Antworten Sie bitte auf einer Skala von 1 bis 5, wobei 1 starke Ablehnung und 5 starke Zustimmung bedeutet.",,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",age0110 >= 16,,gls0100,txt,1
twinlife,wid2_CATI1_module2,gls0100,1,In most ways my life is close to my ideal.,In den meisten Punkten ist mein Leben meinem Ideal nahe.,agr5gls_2,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",,,gls0100,cat,2
twinlife,wid2_CATI1_module2,gls0100,2,The conditions of my life are excellent.,Meine Lebensbedingungen sind hervorragend.,agr5gls_2,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",,,gls0100,cat,3
twinlife,wid2_CATI1_module2,gls0100,3,I am satisfied with my life.,Ich bin zufrieden mit meinem Leben.,agr5gls_2,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",,,gls0100,cat,4
twinlife,wid2_CATI1_module2,gls0100,4,So far I have gotten the important things I want in life.,"Ich habe bisher die wichtigen Dinge, die ich mir vom Leben wuensche, auch bekommen.",agr5gls_2,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",,,gls0100,cat,5
twinlife,wid2_CATI1_module2,gls0100,5,"If I could live my life over, I would change almost nothing.","Wenn ich mein Leben noch einmal leben koennte, wuerde ich fast nichts aendern.",agr5gls_2,,,"Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)","Diener, E., Emmons, R. A., Larsen, R. J., & Griffin, S. (1985). The Satisfaction With Life Scale. Journal of Personality Assessment, 49(1), 71-75. [[URL link]](https://doi.org/10.1207/s15327752jpa4901_13)",,,gls0100,cat,6
twinlife,wid2_CATI1_module2,gls0600,0,"At the beginning I would like to know how satisfied are you with your life in general. Here are some statements to which you agree or you can refuse. Please answer on a scale of 1 to 5, where 1 is strongly disagree and 5 means strongly agree.","Zu Beginn moechte ich gerne wissen wie zufrieden Du ganz allgemein mit Deinem Leben bist. Ich lese Dir nun ein paar Aussagen vor. Sag mir bitte zu jeder Aussage, wie stark Du zustimmst. Benutze dabei bitte eine Skala von 1 bis 5, wobei 1 starke Ablehnung und 5 starke Zustimmung bedeutet.",,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",age0110 >= 10 & age0110 < 16,,gls0600,txt,7
twinlife,wid2_CATI1_module2,gls0600,1,"In most ways, my life is close to the way I would want it to be.",Im Grossen und Ganzen ist mein Leben so wie ich es mir wuensche.,agr5gls_2,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",,,gls0600,cat,8
twinlife,wid2_CATI1_module2,gls0600,2,The things in my life are excellent.,Mein Leben ist grossartig.,agr5gls_2,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",,,gls0600,cat,9
twinlife,wid2_CATI1_module2,gls0600,3,I am happy with my life.,Ich bin mit meinem Leben gluecklich.,agr5gls_2,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",,,gls0600,cat,10
twinlife,wid2_CATI1_module2,gls0600,4,"So far, I have gotten the important things I want in life.","Ich habe bisher die wichtigen Dinge, die ich mir vom Leben wuensche, auch bekommen.",agr5gls_2,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",,,gls0600,cat,11
twinlife,wid2_CATI1_module2,gls0600,5,"If I could live my life over, I would have it the same way.","Wenn ich mein Leben noch einmal leben koennte, wuerde ich es mir genauso wuenschen.",agr5gls_2,,,"Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)","Source: Adapted from: Gadermann, A. M., Schonert-Reichl, K. A., & Zumbo, B. D. (2010). Investigating Validity Evidence of the Satisfaction with Life Scale Adapted for Children. Social Indicators Research, 96(2), 229-247. [[URL link]](https://doi.org/10.1007/s11205-009-9474-1)",,,gls0600,cat,12
twinlife,wid2_CATI1_module2,fam0100,1,What is your marital status?,Nun ein paar Fragen zu Ihrer familiaeren Situation. Welchen Familienstand haben Sie?,fam,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,fam0100,cat,13
twinlife,wid2_CATI1_module2,fam0200,1,Are you in a serious / permanent relationship?,Haben Sie derzeit eine feste Partnerschaft?,yn,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,fam0200,cat,14
twinlife,wid2_CATI1_module2,fam0201,1,Are you in a serious / permanent relationship?,Nun eine Frage zur Deiner familiaeren Situation. Hast Du derzeit einen festen Freund oder eine feste Freundin?,fam0201,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,fam0201,cat,15
twinlife,wid2_CATI1_module2,fam0300,1,What is the sex of your partner?,Welches Geschlecht hat Ihr Partner?,sex,,,"TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)","TNS Infratest SozialforschungTNS Infratest Sozialforschung. (2014). SOEP 2014 - Erhebungsinstrumente 2014 (Welle 31) des Sozio-oekonomischen Panels: Personenfragebogen, Altstichproben. [Survey instruments 2014 (wave 31) of the Socio-Economic Panel: Individual Questionnaire, Age Samples] (235: Series A; SOEP Survey Papers). DIW/SOEP. [[URL link]](http://panel.gsoep.de/soep-docs/surveypapers/diw_ssp0235.pdf)",,,fam0300,cat,16
twinlife,wid2_CATI1_module2,rel0100,1,"Text: age >= 15: May I ask you some questions about your denomination and religiosity? Are you a member of a church or religious community? If so, are you . . .","Text: Alter >=16: Darf ich Ihnen nun einige Fragen zu Ihrer Konfession und Religiositaet stellen? Gehoeren Sie einer Religionsgemeinschaft an? Wenn ja, sind Sie . . . / Text: Alter =15: Darf ich Dir nun einige Fragen zu Deiner Konfession und Religiositaet stellen? Gehoerst Du einer Religionsgemeinschaft an? Wenn ja, bist Du . . .",rel0100,,,"TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)","TNS Infratest Sozialforschung. (2012). SOEP 2011 - Erhebungsinstrumente 2011 (Welle 28) des Sozio-oekonomischen Panels [Survey instruments 2011 (wave 28) of the Socio-Economic Panel]. Individual Questionnaire (77: Series A; SOEP Survey Papers, pp. 47-83). DIW/SOEP. [[URL link]](https://www.diw.de/documents/publikationen/73/diw_01.c.570376.de/diw_ssp0077.pdf)",,,rel0100,cat,17
twinlife,wid2_CATI1_module2,rel0200,1,"In general, how often do you go to church or in the mosque , synagogue or other house of worship?","Text: Alter >=16: Wie oft gehen Sie im Allgemeinen in die Kirche - bzw. in die Moschee, Synagoge oder ein anderes Gotteshaus? / Text: Alter =15: Wie oft gehst Du im Allgemeinen in die Kirche - bzw. in die Moschee, Synagoge oder ein anderes Gotteshaus?",rel0200,,,GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),,,rel0200,cat,18
twinlife,wid2_CATI1_module2,rel0300,1,Regardless of whether you are associated with a particular religion: how religious are you?,"Text: Alter >=16: Unabhaengig davon, ob Sie sich einer bestimmten Religion zugehoerig fuehlen, fuer wie religioes wuerden Sie sich selber halten? / Text: Alter =15: Unabhaengig davon, ob Du Dich einer bestimmten Religion zugehoerig fuehlst, fuer wie religioes wuerdest Du Dich selber halten?",rel0300,,,GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),GESIS-Leibniz-Institut Fuer Sozialwissenschaften. (2013). ALLBUS/GGSS 2012 (Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften/German General Social Survey 2012) Allgemeine Bevoelkerungsumfrage der Sozialwissenschaften ALLBUS 2012. GESIS Data Archive. [[URL link]](https://dbk.gesis.org/dbksearch/sdesc2.asp?no=4614&db=e&doi=10.4232/1.11753),,,rel0300,cat,19
